day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7486520409584045,-0.017657015472650528,temperature,850,ground_truth
2,8,48.0,2.0,0.9631138443946838,-0.007064139936119318,temperature,850,ground_truth
3,12,72.0,3.0,1.100801944732666,-0.04406435042619705,temperature,850,ground_truth
4,16,96.0,4.0,1.3780444860458374,-0.05461912974715233,temperature,850,ground_truth
5,20,120.0,5.0,1.691630244255066,-0.10380536317825317,temperature,850,ground_truth
6,24,144.0,6.0,1.9832842350006104,-0.14133024215698242,temperature,850,ground_truth
7,28,168.0,7.0,2.2967896461486816,-0.09353683888912201,temperature,850,ground_truth
8,32,192.0,8.0,2.514087677001953,-0.062182601541280746,temperature,850,ground_truth
9,36,216.0,9.0,2.8270983695983887,-0.05984790623188019,temperature,850,ground_truth
10,40,240.0,10.0,3.2059035301208496,-0.07294788211584091,temperature,850,ground_truth
