day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7599918246269226,-0.03411591425538063,temperature,850,ground_truth
2,8,48.0,2.0,0.9326289892196655,-0.015810437500476837,temperature,850,ground_truth
3,12,72.0,3.0,1.1758193969726562,-0.05307880416512489,temperature,850,ground_truth
4,16,96.0,4.0,1.4112564325332642,-0.07824613153934479,temperature,850,ground_truth
5,20,120.0,5.0,1.6430795192718506,-0.108311727643013,temperature,850,ground_truth
6,24,144.0,6.0,1.9384909868240356,-0.13610771298408508,temperature,850,ground_truth
7,28,168.0,7.0,2.2214200496673584,-0.1025160700082779,temperature,850,ground_truth
8,32,192.0,8.0,2.587841272354126,-0.06736022233963013,temperature,850,ground_truth
9,36,216.0,9.0,2.902151107788086,-0.0506657212972641,temperature,850,ground_truth
10,40,240.0,10.0,3.4378552436828613,-0.0563659593462944,temperature,850,ground_truth
