day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7077245712280273,-0.04769884794950485,temperature,850,ground_truth
2,8,48.0,2.0,0.9479841589927673,-0.05968155339360237,temperature,850,ground_truth
3,12,72.0,3.0,1.2264606952667236,-0.11444975435733795,temperature,850,ground_truth
4,16,96.0,4.0,1.6284816265106201,-0.12779369950294495,temperature,850,ground_truth
5,20,120.0,5.0,2.295879602432251,-0.14474676549434662,temperature,850,ground_truth
6,24,144.0,6.0,2.890561580657959,-0.15399429202079773,temperature,850,ground_truth
7,28,168.0,7.0,3.466191053390503,-0.23487921059131622,temperature,850,ground_truth
8,32,192.0,8.0,3.5616424083709717,-0.31576794385910034,temperature,850,ground_truth
9,36,216.0,9.0,3.603889226913452,-0.3146726191043854,temperature,850,ground_truth
10,40,240.0,10.0,3.6316518783569336,-0.18486030399799347,temperature,850,ground_truth
