day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7503994703292847,0.016031896695494652,temperature,850,ground_truth
2,8,48.0,2.0,1.031295657157898,-0.008901446126401424,temperature,850,ground_truth
3,12,72.0,3.0,1.254440188407898,-0.01916368305683136,temperature,850,ground_truth
4,16,96.0,4.0,1.4295899868011475,-0.0550704300403595,temperature,850,ground_truth
5,20,120.0,5.0,1.8526090383529663,-0.10644479095935822,temperature,850,ground_truth
6,24,144.0,6.0,2.268476963043213,-0.09758421033620834,temperature,850,ground_truth
7,28,168.0,7.0,2.481792449951172,-0.15135973691940308,temperature,850,ground_truth
8,32,192.0,8.0,2.7506608963012695,-0.1281491219997406,temperature,850,ground_truth
9,36,216.0,9.0,3.006826400756836,-0.1681644469499588,temperature,850,ground_truth
10,40,240.0,10.0,3.1659209728240967,-0.14614419639110565,temperature,850,ground_truth
