model,scenario,init_time,step,lead_hours,lead_day,global_mean_k,global_mean_anomaly_k,reference_global_mean_k,reference_global_mean_anomaly_k,initial_global_mean_k,metric_id,metric_variable,metric_level_hpa,reference
GraphCast,,2023-08-11T06:00,1,6.0,0.25,283.3839416503906,0.14105224609375,283.3746643066406,0.13177490234375,283.2428894042969,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-08-11T06:00,2,12.0,0.5,283.3910827636719,0.148193359375,283.3979797363281,0.15509033203125,283.2428894042969,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-08-11T06:00,3,18.0,0.75,283.3036193847656,0.06072998046875,283.3438720703125,0.100982666015625,283.2428894042969,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-08-11T06:00,4,24.0,1.0,283.228271484375,-0.014617919921875,283.2425231933594,-0.0003662109375,283.2428894042969,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-08-11T06:00,5,30.0,1.25,283.3444519042969,0.1015625,283.37890625,0.136016845703125,283.2428894042969,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-08-11T06:00,6,36.0,1.5,283.3443908691406,0.10150146484375,283.3760681152344,0.1331787109375,283.2428894042969,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-08-11T06:00,7,42.0,1.75,283.3011169433594,0.0582275390625,283.33624267578125,0.093353271484375,283.2428894042969,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-08-11T06:00,8,48.0,2.0,283.2680969238281,0.02520751953125,283.2819519042969,0.0390625,283.2428894042969,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-08-11T06:00,9,54.0,2.25,283.40179443359375,0.158905029296875,283.4210510253906,0.17816162109375,283.2428894042969,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-08-11T06:00,10,60.0,2.5,283.3950500488281,0.15216064453125,283.4265441894531,0.18365478515625,283.2428894042969,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-08-11T06:00,11,66.0,2.75,283.3471374511719,0.104248046875,283.4039306640625,0.161041259765625,283.2428894042969,temperature_850hPa,temperature,850,ground_truth
