day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.751373827457428,-0.0738171711564064,temperature,850,ground_truth
2,8,48.0,2.0,0.971747100353241,-0.06373229622840881,temperature,850,ground_truth
3,12,72.0,3.0,1.1897886991500854,-0.08316303044557571,temperature,850,ground_truth
4,16,96.0,4.0,1.5869073867797852,-0.05629963427782059,temperature,850,ground_truth
5,20,120.0,5.0,1.833337664604187,-0.1261104792356491,temperature,850,ground_truth
6,24,144.0,6.0,2.1732606887817383,-0.11953859031200409,temperature,850,ground_truth
7,28,168.0,7.0,2.506835460662842,-0.13572284579277039,temperature,850,ground_truth
8,32,192.0,8.0,2.8403689861297607,-0.1645001620054245,temperature,850,ground_truth
9,36,216.0,9.0,3.346848487854004,-0.28892603516578674,temperature,850,ground_truth
10,40,240.0,10.0,3.5739681720733643,-0.3709864616394043,temperature,850,ground_truth
