year,init_date,step,lead_hours,lead_day,mse,t2m_pred_gmean_k,t2m_truth_gmean_k,t2m_rmse_k,t2m_mean_bias_k
1955,1955-01-18,21,126.0,5.25,5.269703388214111,286.1138916015625,286.12041896837457,2.295583486557007,0.01956108585000038
1955,1955-01-18,22,132.0,5.5,5.450923919677734,286.3832702636719,286.4189712484002,2.334721326828003,-0.01791037805378437
1955,1955-01-18,23,138.0,5.75,5.451788902282715,286.3708801269531,286.4065232359704,2.334906578063965,-0.013985713943839073
1955,1955-01-18,24,144.0,6.0,5.841658592224121,286.15069580078125,286.15951076674077,2.41695237159729,0.00033815810456871986
1955,1955-01-18,25,150.0,6.25,6.098420143127441,286.1091613769531,286.1165917762515,2.4694979190826416,0.006296308245509863
1955,1955-01-18,26,156.0,6.5,6.2739362716674805,286.39776611328125,286.4279251289281,2.5047826766967773,-0.045620743185281754
1955,1955-01-18,27,162.0,6.75,6.221409797668457,286.3903503417969,286.4042277992518,2.4942753314971924,-0.013802720233798027
1955,1955-01-18,28,168.0,7.0,6.510087490081787,286.1888122558594,286.1119957742869,2.5514872074127197,0.09269889444112778
1955,1955-01-18,29,174.0,7.25,6.412313938140869,286.1462097167969,286.0570223664263,2.532254695892334,0.11385472118854523
1955,1955-01-18,30,180.0,7.5,6.2450456619262695,286.43817138671875,286.3607057801623,2.499008893966675,0.10850971937179565
1955,1955-01-18,31,186.0,7.75,6.247659683227539,286.42596435546875,286.3284363990007,2.4995319843292236,0.1367761194705963
1955,1955-01-18,32,192.0,8.0,6.360454559326172,286.2231140136719,286.06887094406466,2.521994113922119,0.1777106076478958
1955,1955-01-18,33,198.0,8.25,6.373637676239014,286.1752014160156,285.9992879535205,2.524606466293335,0.18721026182174683
1955,1955-01-18,34,204.0,8.5,6.007931232452393,286.4618835449219,286.3242582366717,2.45110821723938,0.14335089921951294
1955,1955-01-18,35,210.0,8.75,6.36287784576416,286.44378662109375,286.3162186976107,2.522474527359009,0.14585991203784943
1955,1955-01-18,36,216.0,9.0,6.882508277893066,286.2249450683594,286.02695084179356,2.6234536170959473,0.21940705180168152
1955,1955-01-18,37,222.0,9.25,7.189699649810791,286.15631103515625,285.98204321358645,2.681361436843872,0.20247533917427063
1955,1955-01-18,38,228.0,9.5,7.728662967681885,286.4297790527344,286.2840639108846,2.7800471782684326,0.18223939836025238
1955,1955-01-18,39,234.0,9.75,7.573184490203857,286.4190979003906,286.2840706371529,2.7519419193267822,0.18685747683048248
1955,1955-01-18,40,240.0,10.0,7.405862808227539,286.1902770996094,286.02966835760867,2.7213714122772217,0.2077621966600418
1955,1955-01-19,0,0.0,0.0,0.3697885274887085,286.09814453125,286.1808471453506,0.6081023812294006,-0.06212436407804489
1955,1955-01-19,1,6.0,0.25,0.32005301117897034,286.16632080078125,286.16641846431236,0.5657323002815247,0.0077619655057787895
1955,1955-01-19,2,12.0,0.5,0.5862929224967957,286.4414978027344,286.48818912916033,0.7656976580619812,-0.042316846549510956
1955,1955-01-19,3,18.0,0.75,0.5637648105621338,286.4380187988281,286.47843245448655,0.7508427500724792,-0.028750382363796234
1955,1955-01-19,4,24.0,1.0,0.8257583975791931,286.20703125,286.1725346931288,0.9087125062942505,0.06441468000411987
1955,1955-01-19,5,30.0,1.25,0.9072710275650024,286.18499755859375,286.1447473233527,0.952507734298706,0.06781385093927383
1955,1955-01-19,6,36.0,1.5,1.389885425567627,286.4555358886719,286.47879317297054,1.1789339780807495,-0.018594123423099518
1955,1955-01-19,7,42.0,1.75,1.4384851455688477,286.4486999511719,286.4573341966367,1.1993685960769653,0.003496842924505472
1955,1955-01-19,8,48.0,2.0,1.7089052200317383,286.2157897949219,286.1646003888693,1.3072509765625,0.08165889978408813
1955,1955-01-19,9,54.0,2.25,1.8701530694961548,286.1979064941406,286.1440203769276,1.3675353527069092,0.06985056400299072
1955,1955-01-19,10,60.0,2.5,2.0857911109924316,286.4589538574219,286.52971723911986,1.444226861000061,-0.0640583485364914
1955,1955-01-19,11,66.0,2.75,2.0266566276550293,286.4295349121094,286.4625513595377,1.4236068725585938,-0.03169849514961243
1955,1955-01-19,12,72.0,3.0,2.225950241088867,286.1882019042969,286.2018260255694,1.4919618368148804,-0.009912386536598206
1955,1955-01-19,13,78.0,3.25,2.353515148162842,286.163818359375,286.1286437694363,1.5341171026229858,0.025915734469890594
1955,1955-01-19,14,84.0,3.5,2.674818754196167,286.4316101074219,286.46979125807064,1.6354873180389404,-0.05132343992590904
1955,1955-01-19,15,90.0,3.75,2.745070695877075,286.40966796875,286.41391799579793,1.6568255424499512,0.003445875132456422
1955,1955-01-19,16,96.0,4.0,2.97953200340271,286.183349609375,286.1248410517719,1.7261320352554321,0.08282414078712463
1955,1955-01-19,17,102.0,4.25,3.3737633228302,286.14044189453125,286.12041896837457,1.8367806673049927,0.02655269391834736
1955,1955-01-19,18,108.0,4.5,3.543222665786743,286.40545654296875,286.4189712484002,1.8823449611663818,-0.02049272507429123
1955,1955-01-19,19,114.0,4.75,3.744645595550537,286.38568115234375,286.4065232359704,1.9351086616516113,-0.038295067846775055
1955,1955-01-19,20,120.0,5.0,3.9869961738586426,286.17169189453125,286.15951076674077,1.9967464208602905,-0.02041875384747982
1955,1955-01-19,21,126.0,5.25,4.084925651550293,286.129638671875,286.1165917762515,2.0211198329925537,-0.027599524706602097
1955,1955-01-19,22,132.0,5.5,4.196102142333984,286.4014587402344,286.4279251289281,2.0484390258789062,-0.10101300477981567
1955,1955-01-19,23,138.0,5.75,4.232479572296143,286.3907775878906,286.4042277992518,2.0572991371154785,-0.05446930229663849
1955,1955-01-19,24,144.0,6.0,4.583705902099609,286.18695068359375,286.1119957742869,2.1409590244293213,0.05165806785225868
1955,1955-01-19,25,150.0,6.25,4.578530788421631,286.1336364746094,286.0570223664263,2.1397502422332764,0.059720613062381744
1955,1955-01-19,26,156.0,6.5,5.0337395668029785,286.4238586425781,286.3607057801623,2.2435996532440186,0.06617161631584167
1955,1955-01-19,27,162.0,6.75,5.1567254066467285,286.42254638671875,286.3284363990007,2.2708425521850586,0.1340102106332779
1955,1955-01-19,28,168.0,7.0,5.344977378845215,286.2220153808594,286.06887094406466,2.311920642852783,0.1934024840593338
1955,1955-01-19,29,174.0,7.25,5.3141021728515625,286.1839294433594,285.9992879535205,2.3052337169647217,0.21457011997699738
1955,1955-01-19,30,180.0,7.5,5.301430702209473,286.4799499511719,286.3242582366717,2.302483558654785,0.17844562232494354
1955,1955-01-19,31,186.0,7.75,5.780071258544922,286.4979553222656,286.3162186976107,2.4041779041290283,0.20335252583026886
1955,1955-01-19,32,192.0,8.0,6.566404819488525,286.2967224121094,286.02695084179356,2.562499761581421,0.28890395164489746
1955,1955-01-19,33,198.0,8.25,7.180004596710205,286.2591552734375,285.98204321358645,2.6795530319213867,0.28553399443626404
1955,1955-01-19,34,204.0,8.5,8.050509452819824,286.5391845703125,286.2840639108846,2.8373420238494873,0.2459620088338852
1955,1955-01-19,35,210.0,8.75,8.551985740661621,286.5318908691406,286.2840706371529,2.924377918243408,0.24985596537590027
1955,1955-01-19,36,216.0,9.0,9.485001564025879,286.32110595703125,286.02966835760867,3.07977294921875,0.28834062814712524
1955,1955-01-19,37,222.0,9.25,10.085801124572754,286.2854919433594,286.0006135622072,3.1758151054382324,0.2743197977542877
1955,1955-01-19,38,228.0,9.5,11.272967338562012,286.5627136230469,286.3550973734571,3.3575239181518555,0.17323027551174164
1955,1955-01-19,39,234.0,9.75,11.5658540725708,286.54876708984375,286.3526543565643,3.4008607864379883,0.17812395095825195
1955,1955-01-19,40,240.0,10.0,11.75044059753418,286.3236389160156,286.0689359525301,3.427891492843628,0.2435086965560913
1955,1955-01-20,0,0.0,0.0,0.3832871615886688,286.1129455566406,286.1725346931288,0.619101881980896,-0.04443690553307533
1955,1955-01-20,1,6.0,0.25,0.28547173738479614,286.1666259765625,286.1447473233527,0.5342955589294434,0.027598949149250984
1955,1955-01-20,2,12.0,0.5,0.5141956806182861,286.45269775390625,286.47879317297054,0.7170743942260742,-0.0385240837931633
1955,1955-01-20,3,18.0,0.75,0.468250572681427,286.4404602050781,286.4573341966367,0.6842883825302124,-0.008646038360893726
1955,1955-01-20,4,24.0,1.0,0.633699893951416,286.1977233886719,286.1646003888693,0.7960526943206787,0.06758421659469604
1955,1955-01-20,5,30.0,1.25,0.7701961398124695,286.1853942871094,286.1440203769276,0.8776081800460815,0.06246759742498398
1955,1955-01-20,6,36.0,1.5,0.9842280149459839,286.45574951171875,286.52971723911986,0.9920826554298401,-0.059921760112047195
1955,1955-01-20,7,42.0,1.75,0.9817556738853455,286.4290771484375,286.4625513595377,0.9908358454704285,-0.017360540106892586
1955,1955-01-20,8,48.0,2.0,1.2355529069900513,286.18585205078125,286.2018260255694,1.1115542650222778,0.0011781954672187567
1955,1955-01-20,9,54.0,2.25,1.4011058807373047,286.1605224609375,286.1286437694363,1.183683156967163,0.043658334761857986
1955,1955-01-20,10,60.0,2.5,1.655094861984253,286.4275207519531,286.46979125807064,1.286504864692688,-0.033867672085762024
1955,1955-01-20,11,66.0,2.75,1.7924003601074219,286.4151916503906,286.41391799579793,1.3388055562973022,0.026866376399993896
1955,1955-01-20,12,72.0,3.0,2.1528303623199463,286.1905822753906,286.1248410517719,1.4672526121139526,0.11242613196372986
1955,1955-01-20,13,78.0,3.25,2.538944959640503,286.1568908691406,286.12041896837457,1.5934066772460938,0.05599828436970711
1955,1955-01-20,14,84.0,3.5,2.827949285507202,286.4196472167969,286.4189712484002,1.6816507577896118,-0.00012463303573895246
1955,1955-01-20,15,90.0,3.75,3.0708835124969482,286.40863037109375,286.4065232359704,1.7523936033248901,-0.024353886023163795
1955,1955-01-20,16,96.0,4.0,3.4125590324401855,286.1936340332031,286.15951076674077,1.84731125831604,-0.011979733593761921
