day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7223379015922546,-0.06388626992702484,temperature,850,ground_truth
2,8,48.0,2.0,0.9675352573394775,-0.07935239374637604,temperature,850,ground_truth
3,12,72.0,3.0,1.1627750396728516,-0.10564595460891724,temperature,850,ground_truth
4,16,96.0,4.0,1.4738010168075562,-0.09587462991476059,temperature,850,ground_truth
5,20,120.0,5.0,1.7516331672668457,-0.14163410663604736,temperature,850,ground_truth
6,24,144.0,6.0,2.1586549282073975,-0.155168816447258,temperature,850,ground_truth
7,28,168.0,7.0,2.545588970184326,-0.17695395648479462,temperature,850,ground_truth
8,32,192.0,8.0,2.900562047958374,-0.23917490243911743,temperature,850,ground_truth
9,36,216.0,9.0,3.0950965881347656,-0.23089121282100677,temperature,850,ground_truth
10,40,240.0,10.0,3.3358163833618164,-0.2765078544616699,temperature,850,ground_truth
