day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7510115504264832,-0.04665752127766609,temperature,850,ground_truth
2,8,48.0,2.0,0.9402834177017212,-0.10469954460859299,temperature,850,ground_truth
3,12,72.0,3.0,1.1756521463394165,-0.12071283906698227,temperature,850,ground_truth
4,16,96.0,4.0,1.5029852390289307,-0.09095805138349533,temperature,850,ground_truth
5,20,120.0,5.0,1.7414429187774658,-0.1261853128671646,temperature,850,ground_truth
6,24,144.0,6.0,2.2142133712768555,-0.15283821523189545,temperature,850,ground_truth
7,28,168.0,7.0,2.6175456047058105,-0.20006747543811798,temperature,850,ground_truth
8,32,192.0,8.0,2.831587314605713,-0.1563122570514679,temperature,850,ground_truth
9,36,216.0,9.0,3.209611177444458,-0.25626251101493835,temperature,850,ground_truth
10,40,240.0,10.0,3.391814947128296,-0.27952688932418823,temperature,850,ground_truth
