day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7143560647964478,-0.015731781721115112,temperature,850,ground_truth
2,8,48.0,2.0,0.930804431438446,-0.020084429532289505,temperature,850,ground_truth
3,12,72.0,3.0,1.2222157716751099,-0.07625189423561096,temperature,850,ground_truth
4,16,96.0,4.0,1.5540616512298584,-0.17866532504558563,temperature,850,ground_truth
5,20,120.0,5.0,2.1165342330932617,-0.22183430194854736,temperature,850,ground_truth
6,24,144.0,6.0,2.5010533332824707,-0.2129456102848053,temperature,850,ground_truth
7,28,168.0,7.0,2.725557327270508,-0.27443307638168335,temperature,850,ground_truth
8,32,192.0,8.0,3.0780766010284424,-0.32989591360092163,temperature,850,ground_truth
9,36,216.0,9.0,3.333811044692993,-0.31924811005592346,temperature,850,ground_truth
10,40,240.0,10.0,3.636284351348877,-0.29301366209983826,temperature,850,ground_truth
