model,scenario,init_time,step,lead_hours,lead_day,global_mean_k,global_mean_anomaly_k,reference_global_mean_k,reference_global_mean_anomaly_k,initial_global_mean_k,metric_id,metric_variable,metric_level_hpa,reference
GraphCast,,2023-02-04T06:00,1,6.0,0.25,280.2086486816406,0.100830078125,280.2664489746094,0.15863037109375,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,2,12.0,0.5,280.2054748535156,0.09765625,280.27044677734375,0.162628173828125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,3,18.0,0.75,280.1673583984375,0.059539794921875,280.23358154296875,0.125762939453125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,4,24.0,1.0,280.133056640625,0.025238037109375,280.1975402832031,0.0897216796875,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,5,30.0,1.25,280.21728515625,0.109466552734375,280.2925720214844,0.18475341796875,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,6,36.0,1.5,280.1905822753906,0.082763671875,280.2577819824219,0.14996337890625,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,7,42.0,1.75,280.11334228515625,0.005523681640625,280.1944274902344,0.08660888671875,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,8,48.0,2.0,280.04937744140625,-0.058441162109375,280.11737060546875,0.009552001953125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,9,54.0,2.25,280.121826171875,0.014007568359375,280.1872253417969,0.07940673828125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,10,60.0,2.5,280.0912170410156,-0.0166015625,280.1448059082031,0.0369873046875,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,11,66.0,2.75,280.0169372558594,-0.09088134765625,280.100341796875,-0.007476806640625,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,12,72.0,3.0,279.9724426269531,-0.1353759765625,280.0577087402344,-0.05010986328125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,13,78.0,3.25,280.06524658203125,-0.042572021484375,280.1517333984375,0.043914794921875,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,14,84.0,3.5,280.06646728515625,-0.041351318359375,280.15423583984375,0.046417236328125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,15,90.0,3.75,280.0281677246094,-0.07965087890625,280.1314697265625,0.023651123046875,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,16,96.0,4.0,279.9936218261719,-0.11419677734375,280.0886535644531,-0.0191650390625,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,17,102.0,4.25,280.0859069824219,-0.02191162109375,280.171630859375,0.063812255859375,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,18,108.0,4.5,280.1041259765625,-0.003692626953125,280.19866943359375,0.090850830078125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,19,114.0,4.75,280.0888366699219,-0.01898193359375,280.1936340332031,0.0858154296875,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,20,120.0,5.0,280.0818176269531,-0.0260009765625,280.1659240722656,0.05810546875,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,21,126.0,5.25,280.19158935546875,0.083770751953125,280.26995849609375,0.162139892578125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,22,132.0,5.5,280.2037048339844,0.09588623046875,280.2767639160156,0.1689453125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,23,138.0,5.75,280.1539001464844,0.04608154296875,280.25604248046875,0.148223876953125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,24,144.0,6.0,280.1058044433594,-0.00201416015625,280.2181396484375,0.110321044921875,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,25,150.0,6.25,280.19256591796875,0.084747314453125,280.31146240234375,0.203643798828125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,26,156.0,6.5,280.1886291503906,0.080810546875,280.30413818359375,0.196319580078125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,27,162.0,6.75,280.1452941894531,0.0374755859375,280.23883056640625,0.131011962890625,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,28,168.0,7.0,280.11102294921875,0.003204345703125,280.1787414550781,0.0709228515625,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,29,174.0,7.25,280.21893310546875,0.111114501953125,280.26385498046875,0.156036376953125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,30,180.0,7.5,280.2261047363281,0.1182861328125,280.2561950683594,0.14837646484375,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,31,186.0,7.75,280.1891174316406,0.081298828125,280.2059631347656,0.09814453125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,32,192.0,8.0,280.1495361328125,0.041717529296875,280.1808776855469,0.07305908203125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,33,198.0,8.25,280.2505187988281,0.1427001953125,280.292724609375,0.184906005859375,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,34,204.0,8.5,280.25677490234375,0.148956298828125,280.3210754394531,0.2132568359375,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,35,210.0,8.75,280.21685791015625,0.109039306640625,280.2855224609375,0.177703857421875,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,36,216.0,9.0,280.1754455566406,0.067626953125,280.2765808105469,0.16876220703125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,37,222.0,9.25,280.2712707519531,0.1634521484375,280.3815612792969,0.27374267578125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,38,228.0,9.5,280.2749328613281,0.1671142578125,280.41937255859375,0.311553955078125,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,39,234.0,9.75,280.2208557128906,0.113037109375,280.38751220703125,0.279693603515625,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-02-04T06:00,40,240.0,10.0,280.19122314453125,0.083404541015625,280.3428039550781,0.2349853515625,280.1078186035156,temperature_850hPa,temperature,850,ground_truth
