day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7355039119720459,-0.0269533172249794,temperature,850,ground_truth
2,8,48.0,2.0,0.9689764976501465,-0.0658416822552681,temperature,850,ground_truth
3,12,72.0,3.0,1.2612823247909546,-0.13910409808158875,temperature,850,ground_truth
4,16,96.0,4.0,1.6157317161560059,-0.19508829712867737,temperature,850,ground_truth
5,20,120.0,5.0,1.940193772315979,-0.21224093437194824,temperature,850,ground_truth
6,24,144.0,6.0,2.286864995956421,-0.24626758694648743,temperature,850,ground_truth
7,28,168.0,7.0,2.8459503650665283,-0.28957900404930115,temperature,850,ground_truth
8,32,192.0,8.0,3.2226898670196533,-0.2507583796977997,temperature,850,ground_truth
9,36,216.0,9.0,3.73339581489563,-0.2355978637933731,temperature,850,ground_truth
10,40,240.0,10.0,3.805689573287964,-0.21356642246246338,temperature,850,ground_truth
