day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7400051355361938,-0.06289513409137726,temperature,850,ground_truth
2,8,48.0,2.0,0.9430823922157288,-0.0722128376364708,temperature,850,ground_truth
3,12,72.0,3.0,1.1354960203170776,-0.13935799896717072,temperature,850,ground_truth
4,16,96.0,4.0,1.3662750720977783,-0.13419964909553528,temperature,850,ground_truth
5,20,120.0,5.0,1.6823056936264038,-0.1331038624048233,temperature,850,ground_truth
6,24,144.0,6.0,1.9171677827835083,-0.045495640486478806,temperature,850,ground_truth
7,28,168.0,7.0,2.171609878540039,0.00266045774333179,temperature,850,ground_truth
8,32,192.0,8.0,2.624422550201416,-0.02052917517721653,temperature,850,ground_truth
9,36,216.0,9.0,3.3727619647979736,-0.08053760975599289,temperature,850,ground_truth
10,40,240.0,10.0,3.8031742572784424,-0.18289470672607422,temperature,850,ground_truth
