day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7086549997329712,-0.054395802319049835,temperature,850,ground_truth
2,8,48.0,2.0,0.8830175399780273,-0.08190343528985977,temperature,850,ground_truth
3,12,72.0,3.0,1.1152592897415161,-0.15009012818336487,temperature,850,ground_truth
4,16,96.0,4.0,1.3770424127578735,-0.16433864831924438,temperature,850,ground_truth
5,20,120.0,5.0,1.7045787572860718,-0.1410706788301468,temperature,850,ground_truth
6,24,144.0,6.0,2.2311909198760986,-0.15539099276065826,temperature,850,ground_truth
7,28,168.0,7.0,2.903451681137085,-0.14357860386371613,temperature,850,ground_truth
8,32,192.0,8.0,3.2497713565826416,-0.14838171005249023,temperature,850,ground_truth
9,36,216.0,9.0,3.314049005508423,-0.1256508231163025,temperature,850,ground_truth
10,40,240.0,10.0,3.594330310821533,-0.08972740173339844,temperature,850,ground_truth
