day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7012695074081421,-0.08987168967723846,temperature,850,ground_truth
2,8,48.0,2.0,0.9682885408401489,-0.16011051833629608,temperature,850,ground_truth
3,12,72.0,3.0,1.1797912120819092,-0.1659727245569229,temperature,850,ground_truth
4,16,96.0,4.0,1.4414756298065186,-0.2120053619146347,temperature,850,ground_truth
5,20,120.0,5.0,1.7779037952423096,-0.196487694978714,temperature,850,ground_truth
6,24,144.0,6.0,1.9951403141021729,-0.18983423709869385,temperature,850,ground_truth
7,28,168.0,7.0,2.3960494995117188,-0.22915664315223694,temperature,850,ground_truth
8,32,192.0,8.0,2.9553542137145996,-0.24844585359096527,temperature,850,ground_truth
9,36,216.0,9.0,3.4048635959625244,-0.17689844965934753,temperature,850,ground_truth
10,40,240.0,10.0,3.6918270587921143,-0.1026914194226265,temperature,850,ground_truth
