day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.764171838760376,-0.025149045512080193,temperature,850,ground_truth
2,8,48.0,2.0,0.9948094487190247,-0.05110030248761177,temperature,850,ground_truth
3,12,72.0,3.0,1.1651087999343872,-0.06888207793235779,temperature,850,ground_truth
4,16,96.0,4.0,1.4178581237792969,-0.1244959756731987,temperature,850,ground_truth
5,20,120.0,5.0,1.7542277574539185,-0.11200395226478577,temperature,850,ground_truth
6,24,144.0,6.0,2.1463687419891357,-0.14142295718193054,temperature,850,ground_truth
7,28,168.0,7.0,2.6470022201538086,-0.2502952218055725,temperature,850,ground_truth
8,32,192.0,8.0,3.1891331672668457,-0.3252162039279938,temperature,850,ground_truth
9,36,216.0,9.0,3.358875274658203,-0.3027947247028351,temperature,850,ground_truth
10,40,240.0,10.0,3.4808051586151123,-0.3193146884441376,temperature,850,ground_truth
