day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7139564156532288,-0.011049027554690838,temperature,850,ground_truth
2,8,48.0,2.0,0.9480527639389038,-0.03963837772607803,temperature,850,ground_truth
3,12,72.0,3.0,1.1621922254562378,-0.055950138717889786,temperature,850,ground_truth
4,16,96.0,4.0,1.474973201751709,-0.059198807924985886,temperature,850,ground_truth
5,20,120.0,5.0,1.7694810628890991,-0.020362159237265587,temperature,850,ground_truth
6,24,144.0,6.0,2.0692853927612305,0.0024069075006991625,temperature,850,ground_truth
7,28,168.0,7.0,2.5499329566955566,-0.07982371002435684,temperature,850,ground_truth
8,32,192.0,8.0,2.8802120685577393,-0.011281019076704979,temperature,850,ground_truth
9,36,216.0,9.0,3.184544801712036,-0.02295020967721939,temperature,850,ground_truth
10,40,240.0,10.0,3.458052396774292,-0.012460580095648766,temperature,850,ground_truth
