day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7115801572799683,-0.06112879142165184,temperature,850,ground_truth
2,8,48.0,2.0,0.8982295393943787,-0.06766358017921448,temperature,850,ground_truth
3,12,72.0,3.0,1.040520429611206,-0.08193451911211014,temperature,850,ground_truth
4,16,96.0,4.0,1.3241320848464966,-0.15840163826942444,temperature,850,ground_truth
5,20,120.0,5.0,1.649599313735962,-0.1689215749502182,temperature,850,ground_truth
6,24,144.0,6.0,2.008045196533203,-0.1619928777217865,temperature,850,ground_truth
7,28,168.0,7.0,2.5913145542144775,-0.14685656130313873,temperature,850,ground_truth
8,32,192.0,8.0,3.166289806365967,-0.13514994084835052,temperature,850,ground_truth
9,36,216.0,9.0,3.5281710624694824,-0.10832612216472626,temperature,850,ground_truth
10,40,240.0,10.0,3.70074725151062,-0.1427057683467865,temperature,850,ground_truth
