model,scenario,init_time,step,lead_hours,lead_day,global_mean_k,global_mean_anomaly_k,reference_global_mean_k,reference_global_mean_anomaly_k,initial_global_mean_k,metric_id,metric_variable,metric_level_hpa,reference
GraphCast,,2023-01-12T06:00,1,6.0,0.25,279.90228271484375,0.03094482421875,279.9202880859375,0.0489501953125,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,2,12.0,0.5,279.8482971191406,-0.023040771484375,279.88568115234375,0.01434326171875,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,3,18.0,0.75,279.76922607421875,-0.10211181640625,279.8134765625,-0.057861328125,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,4,24.0,1.0,279.6974182128906,-0.173919677734375,279.755859375,-0.115478515625,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,5,30.0,1.25,279.7656555175781,-0.105682373046875,279.8196105957031,-0.051727294921875,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,6,36.0,1.5,279.7490539550781,-0.122283935546875,279.81964111328125,-0.05169677734375,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,7,42.0,1.75,279.6771240234375,-0.1942138671875,279.7735290527344,-0.097808837890625,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,8,48.0,2.0,279.61956787109375,-0.25177001953125,279.73724365234375,-0.13409423828125,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,9,54.0,2.25,279.7062683105469,-0.165069580078125,279.8130798339844,-0.058258056640625,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,10,60.0,2.5,279.69091796875,-0.180419921875,279.80523681640625,-0.06610107421875,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,11,66.0,2.75,279.6214599609375,-0.2498779296875,279.7637634277344,-0.107574462890625,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,12,72.0,3.0,279.5924377441406,-0.278900146484375,279.7362060546875,-0.1351318359375,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,13,78.0,3.25,279.7046203613281,-0.166717529296875,279.8216247558594,-0.049713134765625,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,14,84.0,3.5,279.71240234375,-0.158935546875,279.8152770996094,-0.056060791015625,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,15,90.0,3.75,279.6573181152344,-0.214019775390625,279.7624206542969,-0.108917236328125,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,16,96.0,4.0,279.6368713378906,-0.234466552734375,279.728759765625,-0.142578125,279.871337890625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-12T06:00,17,102.0,4.25,279.745361328125,-0.1259765625,279.86798095703125,-0.00335693359375,279.871337890625,temperature_850hPa,temperature,850,ground_truth
