day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7242550253868103,-0.010350007563829422,temperature,850,ground_truth
2,8,48.0,2.0,0.9091110825538635,-0.04822077974677086,temperature,850,ground_truth
3,12,72.0,3.0,1.0995824337005615,-0.06804344058036804,temperature,850,ground_truth
4,16,96.0,4.0,1.3670833110809326,-0.10816311091184616,temperature,850,ground_truth
5,20,120.0,5.0,1.7009663581848145,-0.12683895230293274,temperature,850,ground_truth
6,24,144.0,6.0,2.098820209503174,-0.15572799742221832,temperature,850,ground_truth
7,28,168.0,7.0,2.622666120529175,-0.22337988018989563,temperature,850,ground_truth
8,32,192.0,8.0,3.1058709621429443,-0.15321141481399536,temperature,850,ground_truth
9,36,216.0,9.0,3.3322877883911133,-0.2120557427406311,temperature,850,ground_truth
10,40,240.0,10.0,3.4550814628601074,-0.2512827515602112,temperature,850,ground_truth
