day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7483397126197815,-0.04771588742733002,temperature,850,ground_truth
2,8,48.0,2.0,0.9543365240097046,-0.03218454495072365,temperature,850,ground_truth
3,12,72.0,3.0,1.1405609846115112,-0.03976514935493469,temperature,850,ground_truth
4,16,96.0,4.0,1.389238715171814,-0.03931668400764465,temperature,850,ground_truth
5,20,120.0,5.0,1.6265836954116821,-0.03494168445467949,temperature,850,ground_truth
6,24,144.0,6.0,2.011892318725586,-0.008703308179974556,temperature,850,ground_truth
7,28,168.0,7.0,2.323099136352539,0.012685826048254967,temperature,850,ground_truth
8,32,192.0,8.0,2.7021234035491943,-0.04730786010622978,temperature,850,ground_truth
9,36,216.0,9.0,3.0999109745025635,-0.04262731969356537,temperature,850,ground_truth
10,40,240.0,10.0,3.5415003299713135,-0.1024477481842041,temperature,850,ground_truth
