day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7011731266975403,-0.06860935688018799,temperature,850,ground_truth
2,8,48.0,2.0,0.9454164505004883,-0.08947975933551788,temperature,850,ground_truth
3,12,72.0,3.0,1.1024465560913086,-0.09773921221494675,temperature,850,ground_truth
4,16,96.0,4.0,1.4030725955963135,-0.11895319819450378,temperature,850,ground_truth
5,20,120.0,5.0,1.8212661743164062,-0.18262410163879395,temperature,850,ground_truth
6,24,144.0,6.0,2.107489585876465,-0.10865933448076248,temperature,850,ground_truth
7,28,168.0,7.0,2.505349636077881,-0.053249139338731766,temperature,850,ground_truth
8,32,192.0,8.0,2.9567177295684814,0.08806765824556351,temperature,850,ground_truth
9,36,216.0,9.0,3.3142495155334473,0.08774935454130173,temperature,850,ground_truth
10,40,240.0,10.0,3.4646196365356445,0.0654589980840683,temperature,850,ground_truth
