day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.6979544758796692,-0.024707796052098274,temperature,850,ground_truth
2,8,48.0,2.0,0.9206938743591309,-0.04010162129998207,temperature,850,ground_truth
3,12,72.0,3.0,1.1287901401519775,-0.06043766811490059,temperature,850,ground_truth
4,16,96.0,4.0,1.4137544631958008,-0.08325987309217453,temperature,850,ground_truth
5,20,120.0,5.0,1.9419716596603394,-0.09356986731290817,temperature,850,ground_truth
6,24,144.0,6.0,2.27415132522583,-0.09299291670322418,temperature,850,ground_truth
7,28,168.0,7.0,2.710448980331421,-0.052834346890449524,temperature,850,ground_truth
8,32,192.0,8.0,3.0054612159729004,-0.05936996638774872,temperature,850,ground_truth
9,36,216.0,9.0,3.440646171569824,-0.08590785413980484,temperature,850,ground_truth
10,40,240.0,10.0,4.088229656219482,0.016892239451408386,temperature,850,ground_truth
