day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7038154602050781,-0.049880463629961014,temperature,850,ground_truth
2,8,48.0,2.0,0.9290207028388977,-0.09236031025648117,temperature,850,ground_truth
3,12,72.0,3.0,1.061465859413147,-0.10055524110794067,temperature,850,ground_truth
4,16,96.0,4.0,1.2533780336380005,-0.11342659592628479,temperature,850,ground_truth
5,20,120.0,5.0,1.4607994556427002,-0.11911369860172272,temperature,850,ground_truth
6,24,144.0,6.0,1.7693814039230347,-0.060388412326574326,temperature,850,ground_truth
7,28,168.0,7.0,2.0886154174804688,-0.11415621638298035,temperature,850,ground_truth
8,32,192.0,8.0,2.3832919597625732,-0.15524904429912567,temperature,850,ground_truth
9,36,216.0,9.0,2.6539957523345947,-0.14175158739089966,temperature,850,ground_truth
10,40,240.0,10.0,3.010708808898926,-0.12491966784000397,temperature,850,ground_truth
