model,scenario,init_time,step,lead_hours,lead_day,global_mean_k,global_mean_anomaly_k,reference_global_mean_k,reference_global_mean_anomaly_k,initial_global_mean_k,metric_id,metric_variable,metric_level_hpa,reference
GraphCast,,2023-01-28T06:00,1,6.0,0.25,279.9858703613281,0.079010009765625,280.0269775390625,0.1201171875,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,2,12.0,0.5,279.94158935546875,0.03472900390625,279.97186279296875,0.06500244140625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,3,18.0,0.75,279.8452453613281,-0.061614990234375,279.8674011230469,-0.039459228515625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,4,24.0,1.0,279.7690734863281,-0.137786865234375,279.7908020019531,-0.116058349609375,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,5,30.0,1.25,279.8688049316406,-0.038055419921875,279.8926086425781,-0.014251708984375,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,6,36.0,1.5,279.84735107421875,-0.05950927734375,279.8583984375,-0.0484619140625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,7,42.0,1.75,279.7901611328125,-0.11669921875,279.79986572265625,-0.10699462890625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,8,48.0,2.0,279.7474060058594,-0.159454345703125,279.7698974609375,-0.136962890625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,9,54.0,2.25,279.8616943359375,-0.045166015625,279.8847961425781,-0.022064208984375,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,10,60.0,2.5,279.86334228515625,-0.04351806640625,279.8931884765625,-0.013671875,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,11,66.0,2.75,279.8108825683594,-0.095977783203125,279.8571472167969,-0.049713134765625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,12,72.0,3.0,279.7650146484375,-0.141845703125,279.8008117675781,-0.106048583984375,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,13,78.0,3.25,279.8685607910156,-0.038299560546875,279.9229431152344,0.016082763671875,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,14,84.0,3.5,279.84417724609375,-0.06268310546875,279.8809509277344,-0.025909423828125,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,15,90.0,3.75,279.7819519042969,-0.124908447265625,279.82635498046875,-0.08050537109375,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,16,96.0,4.0,279.7432556152344,-0.163604736328125,279.796875,-0.1099853515625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,17,102.0,4.25,279.8465576171875,-0.060302734375,279.9354553222656,0.028594970703125,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,18,108.0,4.5,279.8414611816406,-0.065399169921875,279.954345703125,0.0474853515625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,19,114.0,4.75,279.79962158203125,-0.10723876953125,279.94598388671875,0.03912353515625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,20,120.0,5.0,279.7826843261719,-0.124176025390625,279.92694091796875,0.02008056640625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,21,126.0,5.25,279.90234375,-0.0045166015625,280.0343017578125,0.12744140625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,22,132.0,5.5,279.9150390625,0.0081787109375,280.0279541015625,0.12109375,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,23,138.0,5.75,279.9001159667969,-0.006744384765625,280.0254821777344,0.118621826171875,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,24,144.0,6.0,279.9071960449219,0.000335693359375,280.025146484375,0.1182861328125,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,25,150.0,6.25,280.0220031738281,0.115142822265625,280.1468200683594,0.239959716796875,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,26,156.0,6.5,280.0289611816406,0.122100830078125,280.1383972167969,0.231536865234375,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,27,162.0,6.75,280.00421142578125,0.09735107421875,280.1044921875,0.1976318359375,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,28,168.0,7.0,280.00457763671875,0.09771728515625,280.1078186035156,0.200958251953125,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,29,174.0,7.25,280.1292419433594,0.222381591796875,280.2664489746094,0.359588623046875,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,30,180.0,7.5,280.1449279785156,0.238067626953125,280.27044677734375,0.36358642578125,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,31,186.0,7.75,280.1124267578125,0.20556640625,280.23358154296875,0.32672119140625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,32,192.0,8.0,280.07659912109375,0.16973876953125,280.1975402832031,0.290679931640625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,33,198.0,8.25,280.1453552246094,0.238494873046875,280.2925720214844,0.385711669921875,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,34,204.0,8.5,280.1217041015625,0.21484375,280.2577819824219,0.350921630859375,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,35,210.0,8.75,280.05804443359375,0.15118408203125,280.1944274902344,0.287567138671875,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,36,216.0,9.0,279.99407958984375,0.08721923828125,280.11737060546875,0.21051025390625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,37,222.0,9.25,280.0749206542969,0.168060302734375,280.1872253417969,0.280364990234375,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,38,228.0,9.5,280.0641174316406,0.157257080078125,280.1448059082031,0.237945556640625,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,39,234.0,9.75,280.008544921875,0.1016845703125,280.100341796875,0.1934814453125,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
GraphCast,,2023-01-28T06:00,40,240.0,10.0,279.97015380859375,0.06329345703125,280.0577087402344,0.150848388671875,279.9068603515625,temperature_850hPa,temperature,850,ground_truth
