day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7093983292579651,-0.021723853424191475,temperature,850,ground_truth
2,8,48.0,2.0,0.9066956043243408,-0.0225010234862566,temperature,850,ground_truth
3,12,72.0,3.0,1.0962992906570435,-0.03581627458333969,temperature,850,ground_truth
4,16,96.0,4.0,1.2775354385375977,-0.0534498356282711,temperature,850,ground_truth
5,20,120.0,5.0,1.7022701501846313,-0.14438971877098083,temperature,850,ground_truth
6,24,144.0,6.0,2.0635085105895996,-0.11791831254959106,temperature,850,ground_truth
7,28,168.0,7.0,2.4066202640533447,-0.10347690433263779,temperature,850,ground_truth
8,32,192.0,8.0,2.7375471591949463,-0.12076087296009064,temperature,850,ground_truth
9,36,216.0,9.0,3.11989426612854,-0.12307989597320557,temperature,850,ground_truth
10,40,240.0,10.0,3.4065191745758057,-0.08747455477714539,temperature,850,ground_truth
