day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.754976749420166,-0.03542829304933548,temperature,850,ground_truth
2,8,48.0,2.0,0.9427275657653809,-0.06331180036067963,temperature,850,ground_truth
3,12,72.0,3.0,1.1425464153289795,-0.12450293451547623,temperature,850,ground_truth
4,16,96.0,4.0,1.4337739944458008,-0.18123897910118103,temperature,850,ground_truth
5,20,120.0,5.0,1.8970997333526611,-0.21583253145217896,temperature,850,ground_truth
6,24,144.0,6.0,2.3507437705993652,-0.18478544056415558,temperature,850,ground_truth
7,28,168.0,7.0,2.696141242980957,-0.17017927765846252,temperature,850,ground_truth
8,32,192.0,8.0,3.028000831604004,-0.22650745511054993,temperature,850,ground_truth
9,36,216.0,9.0,3.201531171798706,-0.19887955486774445,temperature,850,ground_truth
10,40,240.0,10.0,3.304344892501831,-0.07234521955251694,temperature,850,ground_truth
