day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.6915717124938965,-0.047892261296510696,temperature,850,ground_truth
2,8,48.0,2.0,0.9003323912620544,-0.04736793413758278,temperature,850,ground_truth
3,12,72.0,3.0,1.1716984510421753,-0.0759081020951271,temperature,850,ground_truth
4,16,96.0,4.0,1.4598747491836548,-0.1072123572230339,temperature,850,ground_truth
5,20,120.0,5.0,1.9156620502471924,-0.06905969977378845,temperature,850,ground_truth
6,24,144.0,6.0,2.3453927040100098,-0.10265827924013138,temperature,850,ground_truth
7,28,168.0,7.0,2.783623218536377,-0.1316624879837036,temperature,850,ground_truth
8,32,192.0,8.0,3.1400201320648193,-0.15386027097702026,temperature,850,ground_truth
9,36,216.0,9.0,3.3101253509521484,-0.22415749728679657,temperature,850,ground_truth
10,40,240.0,10.0,3.7159316539764404,-0.24264289438724518,temperature,850,ground_truth
