day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7009251713752747,-0.07504850625991821,temperature,850,ground_truth
2,8,48.0,2.0,0.9646791219711304,-0.0840829536318779,temperature,850,ground_truth
3,12,72.0,3.0,1.2045470476150513,-0.10661744326353073,temperature,850,ground_truth
4,16,96.0,4.0,1.5065770149230957,-0.10254889726638794,temperature,850,ground_truth
5,20,120.0,5.0,1.8542912006378174,-0.13677535951137543,temperature,850,ground_truth
6,24,144.0,6.0,2.1097962856292725,-0.13658833503723145,temperature,850,ground_truth
7,28,168.0,7.0,2.430363178253174,-0.1618911772966385,temperature,850,ground_truth
8,32,192.0,8.0,2.73567271232605,-0.164516881108284,temperature,850,ground_truth
9,36,216.0,9.0,3.1138088703155518,-0.16783632338047028,temperature,850,ground_truth
10,40,240.0,10.0,3.31168532371521,-0.22932088375091553,temperature,850,ground_truth
