day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7277644276618958,-0.050843872129917145,temperature,850,ground_truth
2,8,48.0,2.0,0.9101843237876892,-0.08902006596326828,temperature,850,ground_truth
3,12,72.0,3.0,1.070137619972229,-0.11695099622011185,temperature,850,ground_truth
4,16,96.0,4.0,1.3984116315841675,-0.15659864246845245,temperature,850,ground_truth
5,20,120.0,5.0,1.7278090715408325,-0.1973440945148468,temperature,850,ground_truth
6,24,144.0,6.0,2.062361717224121,-0.1758095920085907,temperature,850,ground_truth
7,28,168.0,7.0,2.4241862297058105,-0.14097344875335693,temperature,850,ground_truth
8,32,192.0,8.0,2.8331592082977295,-0.17279702425003052,temperature,850,ground_truth
9,36,216.0,9.0,3.144639015197754,-0.2019716501235962,temperature,850,ground_truth
10,40,240.0,10.0,3.4050357341766357,-0.23339588940143585,temperature,850,ground_truth
