day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.72857266664505,-0.07727774232625961,temperature,850,ground_truth
2,8,48.0,2.0,0.9681117534637451,-0.1278061419725418,temperature,850,ground_truth
3,12,72.0,3.0,1.2562754154205322,-0.13382619619369507,temperature,850,ground_truth
4,16,96.0,4.0,1.5040243864059448,-0.1840250939130783,temperature,850,ground_truth
5,20,120.0,5.0,1.9991320371627808,-0.16778497397899628,temperature,850,ground_truth
6,24,144.0,6.0,2.3379392623901367,-0.18781152367591858,temperature,850,ground_truth
7,28,168.0,7.0,2.510530948638916,-0.12233549356460571,temperature,850,ground_truth
8,32,192.0,8.0,2.8583383560180664,-0.0926307886838913,temperature,850,ground_truth
9,36,216.0,9.0,3.183274507522583,-0.16750186681747437,temperature,850,ground_truth
10,40,240.0,10.0,3.5439109802246094,-0.18054044246673584,temperature,850,ground_truth
