day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.6981648802757263,-0.05666253715753555,temperature,850,ground_truth
2,8,48.0,2.0,0.909941554069519,-0.09820737689733505,temperature,850,ground_truth
3,12,72.0,3.0,1.1646171808242798,-0.07939498126506805,temperature,850,ground_truth
4,16,96.0,4.0,1.3785591125488281,-0.09266720712184906,temperature,850,ground_truth
5,20,120.0,5.0,1.7279558181762695,-0.11892512440681458,temperature,850,ground_truth
6,24,144.0,6.0,2.136013984680176,-0.16942472755908966,temperature,850,ground_truth
7,28,168.0,7.0,2.2483630180358887,-0.06987051665782928,temperature,850,ground_truth
8,32,192.0,8.0,2.5690078735351562,-0.07456628978252411,temperature,850,ground_truth
9,36,216.0,9.0,2.9849119186401367,-0.02111929841339588,temperature,850,ground_truth
10,40,240.0,10.0,3.30047345161438,0.00821294542402029,temperature,850,ground_truth
