day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7254723310470581,-0.05089366063475609,temperature,850,ground_truth
2,8,48.0,2.0,0.9459830522537231,-0.06429792940616608,temperature,850,ground_truth
3,12,72.0,3.0,1.174945592880249,-0.07443813979625702,temperature,850,ground_truth
4,16,96.0,4.0,1.361503005027771,-0.05024212598800659,temperature,850,ground_truth
5,20,120.0,5.0,1.7773491144180298,-0.04824947565793991,temperature,850,ground_truth
6,24,144.0,6.0,2.0914623737335205,-0.14415502548217773,temperature,850,ground_truth
7,28,168.0,7.0,2.36493182182312,-0.09341353923082352,temperature,850,ground_truth
8,32,192.0,8.0,2.7038609981536865,-0.1471097320318222,temperature,850,ground_truth
9,36,216.0,9.0,2.8849425315856934,-0.2207169383764267,temperature,850,ground_truth
10,40,240.0,10.0,3.3383021354675293,-0.21309620141983032,temperature,850,ground_truth
