day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.685520350933075,-0.06939499825239182,temperature,850,ground_truth
2,8,48.0,2.0,0.8764951229095459,-0.06652087718248367,temperature,850,ground_truth
3,12,72.0,3.0,1.083314061164856,-0.0551353394985199,temperature,850,ground_truth
4,16,96.0,4.0,1.3926723003387451,-0.06771139055490494,temperature,850,ground_truth
5,20,120.0,5.0,1.7201855182647705,-0.005911088548600674,temperature,850,ground_truth
6,24,144.0,6.0,2.0377283096313477,0.008976465091109276,temperature,850,ground_truth
7,28,168.0,7.0,2.406128168106079,-0.035090122371912,temperature,850,ground_truth
8,32,192.0,8.0,2.6763033866882324,-0.10213591158390045,temperature,850,ground_truth
9,36,216.0,9.0,3.1008429527282715,-0.13773933053016663,temperature,850,ground_truth
10,40,240.0,10.0,3.2756400108337402,-0.07008329033851624,temperature,850,ground_truth
