day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7370754480361938,-0.010890982113778591,temperature,850,ground_truth
2,8,48.0,2.0,0.9643334150314331,-0.04089522734284401,temperature,850,ground_truth
3,12,72.0,3.0,1.208662986755371,-0.03822670504450798,temperature,850,ground_truth
4,16,96.0,4.0,1.483838438987732,-0.05287231132388115,temperature,850,ground_truth
5,20,120.0,5.0,1.811193585395813,-0.08833600580692291,temperature,850,ground_truth
6,24,144.0,6.0,2.1977341175079346,-0.11623342335224152,temperature,850,ground_truth
7,28,168.0,7.0,2.4037890434265137,-0.1645575910806656,temperature,850,ground_truth
8,32,192.0,8.0,2.5837182998657227,-0.1926700323820114,temperature,850,ground_truth
9,36,216.0,9.0,2.9013991355895996,-0.019018711522221565,temperature,850,ground_truth
10,40,240.0,10.0,3.142277240753174,-0.07816935330629349,temperature,850,ground_truth
