day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7475327849388123,-0.07321082800626755,temperature,850,ground_truth
2,8,48.0,2.0,0.9378393888473511,-0.09264767915010452,temperature,850,ground_truth
3,12,72.0,3.0,1.1202480792999268,-0.08398430794477463,temperature,850,ground_truth
4,16,96.0,4.0,1.3952144384384155,-0.07581888884305954,temperature,850,ground_truth
5,20,120.0,5.0,1.8065305948257446,-0.08205948770046234,temperature,850,ground_truth
6,24,144.0,6.0,2.26263689994812,-0.1941973716020584,temperature,850,ground_truth
7,28,168.0,7.0,2.6996853351593018,-0.218637153506279,temperature,850,ground_truth
8,32,192.0,8.0,2.8768579959869385,-0.2772905230522156,temperature,850,ground_truth
9,36,216.0,9.0,3.240354537963867,-0.33980587124824524,temperature,850,ground_truth
10,40,240.0,10.0,3.4209885597229004,-0.3144299387931824,temperature,850,ground_truth
