day,step,lead_hours,lead_day,temperature_850hPa_rmse_k,temperature_850hPa_mean_bias_k,metric_variable,metric_level_hpa,reference
1,4,24.0,1.0,0.7135510444641113,-0.04128948226571083,temperature,850,ground_truth
2,8,48.0,2.0,0.95926833152771,-0.09035707265138626,temperature,850,ground_truth
3,12,72.0,3.0,1.3042848110198975,-0.08768594264984131,temperature,850,ground_truth
4,16,96.0,4.0,1.7908062934875488,-0.09703044593334198,temperature,850,ground_truth
5,20,120.0,5.0,2.203301429748535,-0.08093298226594925,temperature,850,ground_truth
6,24,144.0,6.0,2.66074275970459,-0.19038361310958862,temperature,850,ground_truth
7,28,168.0,7.0,2.905203104019165,-0.22468538582324982,temperature,850,ground_truth
8,32,192.0,8.0,3.1763079166412354,-0.29481789469718933,temperature,850,ground_truth
9,36,216.0,9.0,3.408640146255493,-0.2332702875137329,temperature,850,ground_truth
10,40,240.0,10.0,3.835996627807617,-0.21290791034698486,temperature,850,ground_truth
